Actor,Movie/TV Show
Bill Fellows,The Tonight Show Starring Johnny Carson
Bill Fellows,The David Frost Show
Bill Fellows,Dark Angel: Behind the Scenes
Alun Armstrong,Tom Jones
Alun Armstrong,Sherwood
Alun Armstrong,Breeders
Alun Armstrong,Cordelia
Alun Armstrong,Year of the Rabbit
Alun Armstrong,Frontier
Alun Armstrong,Possum
Alun Armstrong,Funny Cow
Alun Armstrong,Prime Suspect: Tennison
Alun Armstrong,Dark Angel
Alun Armstrong,Out of Innocence
Alun Armstrong,Golden Years
Alun Armstrong,Comedy Playhouse
Alun Armstrong,Downton Abbey
Alun Armstrong,Penny Dreadful
Alun Armstrong,New Tricks
Alun Armstrong,Lost Buoys
Alun Armstrong,The Hollow Crown
Alun Armstrong,The Mystery of Edwin Drood
Alun Armstrong,Garrow's Law
Alun Armstrong,Les Misérables in Concert: The 25th Anniversary
Alun Armstrong,A Passionate Woman
Alun Armstrong,Little Dorrit
Alun Armstrong,Filth: The Mary Whitehouse Story
Alun Armstrong,The Dinner Party
Alun Armstrong,Eragon
Alun Armstrong,A Ticket Too Far
Alun Armstrong,The Girls Who Came to Stay
Alun Armstrong,Bleak House
Alun Armstrong,Oliver Twist
Alun Armstrong,Millions
Alun Armstrong,When I'm Sixty-Four
Alun Armstrong,Van Helsing
Alun Armstrong,Van Helsing
Alun Armstrong,Van Helsing: The London Assignment
Alun Armstrong,Carrie's War
Alun Armstrong,Between the Sheets
Alun Armstrong,Paradise Found
Alun Armstrong,Messiah 2: Vengeance Is Mine
Alun Armstrong,It's All About Love
Alun Armstrong,Inquisition
Alun Armstrong,Sparkhouse
Alun Armstrong,Bedtime
Alun Armstrong,Strictly Sinatra
Alun Armstrong,Score
Alun Armstrong,The Mummy Returns
Alun Armstrong,Adrian Mole: The Cappuccino Years
Alun Armstrong,Challenger: Go for Launch
Alun Armstrong,Proof of Life
Alun Armstrong,Harrison's Flowers
Alun Armstrong,This Is Personal: The Hunt for the Yorkshire Ripper
Alun Armstrong,David Copperfield
Alun Armstrong,Oliver Twist
Alun Armstrong,Sleepy Hollow
Alun Armstrong,Greenwich Mean Time
Alun Armstrong,Onegin
Alun Armstrong,With or Without You
Alun Armstrong,Aristocrats
Alun Armstrong,Alas Smith & Jones
Alun Armstrong,In the Red
Alun Armstrong,Underworld
Alun Armstrong,The Saint
Alun Armstrong,Brazen Hussies
Alun Armstrong,Breaking the Codes
Alun Armstrong,Tales from the Crypt
Alun Armstrong,Witness Against Hitler
Alun Armstrong,Our Friends in the North
Alun Armstrong,Sorry About Last Night
Alun Armstrong,The Haunting of Helen Walker
Alun Armstrong,Braveheart
Alun Armstrong,An Awfully Big Adventure
Alun Armstrong,MacGyver: Trail to Doomsday
Alun Armstrong,Screen One
Alun Armstrong,Black Beauty
Alun Armstrong,Goggle Eyes
Alun Armstrong,The Life and Times of Henry Pratt
Alun Armstrong,Shakespeare: The Animated Tales
Alun Armstrong,My Little Eye
Alun Armstrong,Blue Ice
Alun Armstrong,Patriot Games
Alun Armstrong,Married... with Children
Alun Armstrong,Split Second
Alun Armstrong,Inspector Morse
Alun Armstrong,Goodbye Cruel World
Alun Armstrong,Stanley and the Women
Alun Armstrong,London Kills Me
Alun Armstrong,Murder in Eden
Alun Armstrong,American Friends
Alun Armstrong,The Widowmaker
Alun Armstrong,White Hunter Black Heart
Alun Armstrong,The Child Eater
Alun Armstrong,Nineteen 96
Alun Armstrong,The Jim Henson Hour
Alun Armstrong,Screenplay
Alun Armstrong,That Summer of White Roses
Alun Armstrong,Number 27
Alun Armstrong,This Is David Lander
Alun Armstrong,The Storyteller
Alun Armstrong,Billy the Kid and the Green Baize Vampire
Alun Armstrong,The Caucasian Chalk Circle
Alun Armstrong,Bulman
Alun Armstrong,A.D.
Alun Armstrong,Number One
Alun Armstrong,The House
Alun Armstrong,Sharing Time
Alun Armstrong,Krull
Alun Armstrong,The Life and Adventures of Nicholas Nickleby
Alun Armstrong,The French Lieutenant's Woman
Alun Armstrong,Get Lost!
Alun Armstrong,Armchair Thriller
Alun Armstrong,A Sharp Intake of Breath
Alun Armstrong,All Day on the Sands
Alun Armstrong,The BBC Television Shakespeare
Alun Armstrong,Premiere
Alun Armstrong,Z Cars
Alun Armstrong,BBC2 Play of the Week
Alun Armstrong,Enemy at the Door
Alun Armstrong,Play for Today
Alun Armstrong,Centre Play
Alun Armstrong,A Bridge Too Far
Alun Armstrong,The Duellists
Alun Armstrong,Romance
Alun Armstrong,Porridge
Alun Armstrong,The Squirrels
Alun Armstrong,The New Avengers
Alun Armstrong,BBC Play of the Month
Alun Armstrong,The Likely Lads
Alun Armstrong,The Stars Look Down
Alun Armstrong,The Sweeney
Alun Armstrong,Days of Hope
Alun Armstrong,Public Eye
Alun Armstrong,Father Brown
Alun Armstrong,Justice
Alun Armstrong,Whatever Happened to the Likely Lads?
Alun Armstrong,Second City Firsts
Alun Armstrong,Sporting Scenes
Alun Armstrong,The Sex Victims
Alun Armstrong,Armchair 30
Alun Armstrong,Six Days of Justice
Alun Armstrong,Softly Softly: Task Force
Alun Armstrong,Hunter's Walk
Alun Armstrong,The Wild Little Bunch
Alun Armstrong,Thriller
Alun Armstrong,General Hospital
Alun Armstrong,Full House
Alun Armstrong,Villains
Alun Armstrong,New Scotland Yard
Alun Armstrong,Advent of Steam
Alun Armstrong,Get Carter
Alun Armstrong,Compact
Alun Armstrong,Les Misérables in Concert: The 25th Anniversary
Alun Armstrong,New Tricks
Alun Armstrong,Great Performances
Alun Armstrong,This Love
Alun Armstrong,Dark Angel: Behind the Scenes
Alun Armstrong,Asunder
Alun Armstrong,The One Show
Alun Armstrong,Little Dorrit: An Insight
Alun Armstrong,GMTV
Alun Armstrong,Extinct
Alun Armstrong,7Up 2000
Alun Armstrong,The Making of 'Aristocrats'
Alun Armstrong,This Is Your Life
Alun Armstrong,Great Performances
Alun Armstrong,Les Misérables the Dream Cast in Concert
Alun Armstrong,Animating Shakespeare
Alun Armstrong,The Book Tower
Alun Armstrong,Journey to Krull
Alun Armstrong,Prime Suspect 1973: The World of the 70s
Alun Armstrong,Julie Walters: A Life on Screen
Alun Armstrong,Ade in Adland
Alun Armstrong,The Space Shuttle: A Horizon Guide
Stephen Ventura,Doctors
Stephen Ventura,Doc Martin
Stephen Ventura,BBC Learning: True Stories
Stephen Ventura,Holby City
Stephen Ventura,Downton Abbey
Stephen Ventura,32 Brinkburn Street
Stephen Ventura,M.I.High
Stephen Ventura,Dusters
Stephen Ventura,The Bill
Stephen Ventura,Shadow Observers
Stephen Ventura,The Welcome Committee
Sarah Crowden,Sister Boniface Mysteries
Sarah Crowden,Cruella
Sarah Crowden,Bliss of the Abyss
Sarah Crowden,The Durrells
Sarah Crowden,Grantchester
Sarah Crowden,Peterloo
Sarah Crowden,The Little Stranger
Sarah Crowden,The Last Dragonslayer
Sarah Crowden,Doc Martin
Sarah Crowden,New Tricks
Sarah Crowden,Wolf Hall
Sarah Crowden,Mr. Holmes
Sarah Crowden,Jupiter Ascending
Sarah Crowden,Cockroaches
Sarah Crowden,Downton Abbey
Sarah Crowden,The Riot Club
Sarah Crowden,Quartet: Deleted Scenes
Sarah Crowden,Doctors
Sarah Crowden,Endeavour
Sarah Crowden,Quartet
Sarah Crowden,Upstairs Downstairs
Sarah Crowden,The Green Green Grass
Sarah Crowden,Brideshead Revisited
Sarah Crowden,Affinity
Sarah Crowden,The Oxford Murders
Sarah Crowden,Joe's Palace
Sarah Crowden,The Sarah Jane Adventures
Sarah Crowden,Miss Potter
Sarah Crowden,Longford
Sarah Crowden,The Afternoon Play
Sarah Crowden,Perfect Strangers
Sarah Crowden,He Knew He Was Right
Sarah Crowden,My Hero
Sarah Crowden,Tipping the Velvet
Sarah Crowden,Love in a Cold Climate
Sarah Crowden,Brotherly Love
Sarah Crowden,ChuckleVision
Sarah Crowden,Vanity Fair
Sarah Crowden,Our Mutual Friend
Sarah Crowden,The Man Who Knew Too Little
Sarah Crowden,A Dance to the Music of Time
Sarah Crowden,Mr. Toad's Wild Ride
Sarah Crowden,The 10%ers
Sarah Crowden,The Detectives
Sarah Crowden,Rab C. Nesbitt
Sarah Crowden,Julia Jekyll and Harriet Hyde
Sarah Crowden,Smokescreen
Sarah Crowden,Orlando
Sarah Crowden,Screenplay
Sarah Crowden,Lovejoy
Sarah Crowden,Poirot
Sarah Crowden,Erik the Viking
Sarah Crowden,Great Expectations
Sarah Crowden,Mystery!: Campion
Sarah Crowden,The Rainbow
Sarah Crowden,The Storyteller
Sarah Crowden,Father Matthew's Daughter
Sarah Crowden,Screen Two
Sarah Crowden,A Dorothy L. Sayers Mystery
Sarah Crowden,The Oldest Goose in the Business
Sarah Crowden,David Copperfield
Sarah Crowden,Harem
Sarah Crowden,Billy the Kid and the Green Baize Vampire
Sarah Crowden,Swallows and Amazons Forever!: Coot Club
Sarah Crowden,Cockles
Sarah Crowden,Pig in the Middle
Sarah Crowden,The Fourth Arm
Sarah Crowden,Seven Dials Mystery
Sarah Crowden,The Making of Miss Potter
Timothy Carlton,Sherlock
Timothy Carlton,The Coroner
Timothy Carlton,Parade's End
Timothy Carlton,Run for Your Wife
Timothy Carlton,Downton Abbey
Timothy Carlton,Holby City
Timothy Carlton,Midsomer Murders
Timothy Carlton,Stuart: A Life Backwards
Timothy Carlton,Rough Diamond
Timothy Carlton,Inspector Lewis
Timothy Carlton,Doctors
Timothy Carlton,Heartbeat
Timothy Carlton,Foyle's War
Timothy Carlton,Poirot
Timothy Carlton,Murphy's Law
Timothy Carlton,Victoria & Albert
Timothy Carlton,Greenfingers
Timothy Carlton,Dalziel and Pascoe
Timothy Carlton,Parting Shots
Timothy Carlton,The Woman in White
Timothy Carlton,Wycliffe
Timothy Carlton,Next of Kin
Timothy Carlton,Keeping Up Appearances
Timothy Carlton,The House of Eliott
Timothy Carlton,Bermuda Grace
Timothy Carlton,London's Burning
Timothy Carlton,Haggard
Lucille Sharp,Parallels
Timothy Carlton,Stay Lucky
Timothy Carlton,Saracen
Timothy Carlton,Voice of the Heart
Timothy Carlton,Minder
Timothy Carlton,Wyatt's Watchdogs
Timothy Carlton,Tumbledown
Timothy Carlton,Dramarama
Timothy Carlton,The Beiderbecke Tapes
Timothy Carlton,Pulaski: The TV Detective
Timothy Carlton,C.A.T.S. Eyes
Timothy Carlton,Don't Wait Up
Timothy Carlton,Executive Stress
Timothy Carlton,Oxbridge Blues
Timothy Carlton,Fresh Fields
Timothy Carlton,The Hello Goodbye Man
Timothy Carlton,Bergerac
Timothy Carlton,High Road to China
Timothy Carlton,The Scarlet Pimpernel
Timothy Carlton,The New Adventures of Lucky Jim
Timothy Carlton,Tales of the Unexpected
Timothy Carlton,"Goodbye, Mr. Kent"
Timothy Carlton,Cribb
Timothy Carlton,When the Boat Comes In
Timothy Carlton,Robin's Nest
Timothy Carlton,The Professionals
Lucille Sharp,Make Me the Tennessee
Lucille Sharp,"In Sound, We Live Forever"
Lucille Sharp,Gente-fied: The Digital Series
Lucille Sharp,Pretext
Lucille Sharp,Sam
Lucille Sharp,The Last Bookstore
Lucille Sharp,Pineapple
Lucille Sharp,Gotham
Lucille Sharp,If You Go Down
Lucille Sharp,Burton and Taylor
Lucille Sharp,Forza Horizon
Lucille Sharp,Downton Abbey
Lucille Sharp,Gotham
Lucille Sharp,"Edgar Allan Poe: Love, Death, and Women"
Timothy Carlton,Turtle's Progress
Timothy Carlton,The Enigma Files
Timothy Carlton,Gauguin the Savage
Timothy Carlton,Watch This Space
Timothy Carlton,Fallen Hero
Timothy Carlton,The Bitch
Timothy Carlton,Dick Barton: Special Agent
Timothy Carlton,The Fall and Rise of Reginald Perrin
Timothy Carlton,Backs to the Land
Timothy Carlton,Coronation Street
Timothy Carlton,Ripping Yarns
Timothy Carlton,Just William
Timothy Carlton,Crown Court
Timothy Carlton,"Yes, Honestly"
Timothy Carlton,The Cedar Tree
Timothy Carlton,The Crezz
Timothy Carlton,Wodehouse Playhouse
Timothy Carlton,That Lucky Touch
Timothy Carlton,Armchair Cinema
Timothy Carlton,Rutland Weekend Television
Timothy Carlton,The Fight Against Slavery
Timothy Carlton,The Sweeney
Timothy Carlton,"No, Honestly"
Timothy Carlton,The Brothers
Timothy Carlton,Marked Personal
Timothy Carlton,The Onedin Line
Timothy Carlton,The Lotus Eaters
Timothy Carlton,A Touch of Class
Timothy Carlton,The Flaxton Boys
Timothy Carlton,Now Look Here
Timothy Carlton,Doctor in Charge
Timothy Carlton,BBC Play of the Month
Timothy Carlton,His Lordship Entertains
Timothy Carlton,The Main Chance
Timothy Carlton,Six Days of Justice
Timothy Carlton,The Liver Birds
Timothy Carlton,Callan
Timothy Carlton,The Regiment
Timothy Carlton,Comedy Playhouse
Timothy Carlton,Whack-O!
Timothy Carlton,The Two Ronnies
Timothy Carlton,"It's Awfully Bad for Your Eyes, Darling"
Timothy Carlton,The Rough with the Smooth
Timothy Carlton,The Goodies
Timothy Carlton,"No, That's Me Over Here!"
Timothy Carlton,A Family at War
Timothy Carlton,The Breaking of Bumbo
Timothy Carlton,Fraud Squad
Timothy Carlton,Happy Ever After
Timothy Carlton,Who-Dun-It
Timothy Carlton,Z Cars
Timothy Carlton,Dad's Army
Timothy Carlton,ITV Playhouse
Timothy Carlton,Baby Love
Timothy Carlton,The Wednesday Play
Timothy Carlton,The Fossett Saga
Timothy Carlton,Honey Lane
Timothy Carlton,Gazette
Timothy Carlton,Cold Comfort Farm
Timothy Carlton,Virgin of the Secret Service
John Voce,Clickbait
Timothy Carlton,Public Eye
Timothy Carlton,A Man of our Times
Timothy Carlton,Theatre 625
Timothy Carlton,The World of Wooster
Timothy Carlton,The Last Man Out
John Voce,Witches of Blackwood
John Voce,Elton John: Ten Days That Rocked
John Voce,Neighbours
John Voce,Grantchester
John Voce,Downton Abbey
John Voce,The Kennedys
John Voce,Doctor Who
John Voce,Dough
John Voce,The Sparticle Mystery
John Voce,Doctors
John Voce,Assassin's Creed: Unity - Dead Kings
John Voce,Dragon Age: Inquisition
John Voce,Assassin's Creed: Rogue
John Voce,Assassin's Creed: Unity
John Voce,Art Party
John Voce,The Mimic
John Voce,Utopia
John Voce,Jonathan Creek
John Voce,Waterloo Road
John Voce,The Great Train Robbery
John Voce,The Funeral
John Voce,Assassin's Creed IV: Black Flag
John Voce,Holby City
Alastair Bruce,Belgravia
John Voce,Way to Go
John Voce,No Prisoners
John Voce,Marshal's Law
John Voce,Assassin's Creed III
John Voce,Harry Potter for Kinect
John Voce,Bananas in Pyjamas
John Voce,Ni no Kuni: Wrath of the White Witch
John Voce,Scoop
John Voce,The Witcher 2: Assassins of Kings
John Voce,The Last Story
John Voce,Inazuma Irebun 3: Sekai e no Chousen: The Ogre
John Voce,Miranda
John Voce,Inazuma Irebun 3: Sekai e no Chousen: Bomber
John Voce,Inazuma Irebun 3: Sekai e no Chousen: Spark
John Voce,Pimp
John Voce,Inazuma Irebun 2: Kyoui no Shinryakusha: Blizzard
John Voce,Inazuma Irebun 2: Kyoui no Shinryakusha: Fire
John Voce,Clone
John Voce,Primeval
John Voce,Penelope
John Voce,A Waste of Shame: The Mystery of Shakespeare and His Sonnets
John Voce,Piccadilly Jim
John Voce,Dragon Quest VIII
John Voce,The Afternoon Play
John Voce,My Parents Are Aliens
John Voce,Crush
Alastair Bruce,Downton Abbey
Alastair Bruce,Victoria
Alastair Bruce,The Halcyon
Alastair Bruce,Viceroy's House
Alastair Bruce,Indian Summers
Alastair Bruce,Tank 432
Alastair Bruce,Royal Shakespeare Company: Love's Labour's Won
Alastair Bruce,Downton Abbey
Alastair Bruce,The King's Speech
Alastair Bruce,The Young Victoria
Alastair Bruce,Network First
Alastair Bruce,The Prince and the Pauper
Alastair Bruce,Downton Abbey
Alastair Bruce,Network First
Alastair Bruce,Sky News: The Queen's Speech 2021
Alastair Bruce,Elizabeth at 95: The Invincible Queen
Alastair Bruce,Sky News Breakfast
Alastair Bruce,The Early Rundown
Alastair Bruce,All Out Politics
Alastair Bruce,Kay Burley
Alastair Bruce,Edward VII - The Playboy Prince who Changed Britain
Alastair Bruce,Good Morning America
Alastair Bruce,Sky News: Funeral of the Duke of Edinburgh
Alastair Bruce,Prince Philip: A Tribute from Windsor
John Voce,Happy Hour
John Voce,Grey Wolf: Hitler's Escape to Argentina
John Voce,Just for Laughs: Montreal Comedy Festival
Alastair Bruce,Sky Midnight News
Alastair Bruce,Sky World News
Alastair Bruce,Sky News at 10
Alastair Bruce,Sky News at 11
Alastair Bruce,Sky News at 9
Alastair Bruce,Sky News Tonight
Alastair Bruce,Hardgrave
Alastair Bruce,Sky News Today
Alastair Bruce,Sky News with Sarah Hewson
Alastair Bruce,ZDFzeit
Alastair Bruce,WEDU Arts Plus
Alastair Bruce,The Coronation
Alastair Bruce,Entertainment Tonight
Alastair Bruce,Diana: 7 Days That Shook the Windsors
Alastair Bruce,BBC News 8pm Summary
Alastair Bruce,The Manners of Downton Abbey
Alastair Bruce,The Coronation of Queen Elizabeth II
Alastair Bruce,Queen Victoria's Last Love
Alastair Bruce,This Morning
Alastair Bruce,Royal Wedding Day
Alastair Bruce,Maid in Britain
Alastair Bruce,Kay Burley
Alastair Bruce,Sky News Today
Alastair Bruce,The Early Rundown
Alastair Bruce,Weekend Today
Ged Simmons,Holby City
Ged Simmons,Vera
Ged Simmons,In the Dark
Ged Simmons,Code of a Killer
Ged Simmons,New Worlds
Ged Simmons,Outnumbered
Ged Simmons,Hunted
Ged Simmons,Downton Abbey
Ged Simmons,Doctors
Ged Simmons,Waterloo Road
Ged Simmons,Primeval
Ged Simmons,Coronation Street
Ged Simmons,The Kindness of Strangers
Ged Simmons,MI-5
Ged Simmons,The Rotters' Club
Ged Simmons,The Guest
Ged Simmons,Dream Team
Ged Simmons,The Bill
Ged Simmons,The Stretch
Ged Simmons,Shiner
Ged Simmons,Trust
Ged Simmons,Nature Boy
Ged Simmons,Doomwatch: Winter Angel
Ged Simmons,EastEnders
Ged Simmons,Touching Evil
Ged Simmons,King of the Road
Ged Simmons,Heartburn Hotel
Ged Simmons,Crocodile Shoes II
Ged Simmons,Bodyguards
Ged Simmons,Eleven Men Against Eleven
Ged Simmons,The Bill Podcast
Ged Simmons,This Is Your Life
Clare Higgins,Dangerous Liaisons
Clare Higgins,The Worst Witch
Clare Higgins,Silent Witness
Clare Higgins,Into the Badlands
Clare Higgins,Vera
Clare Higgins,Cleaning Up
Clare Higgins,The Bisexual
Clare Higgins,The Convent
Clare Higgins,Ready Player One
Clare Higgins,"Love, Lies and Records"
Clare Higgins,Liar
Clare Higgins,The Complete Walk: Richard III
Clare Higgins,Doctor Who
Clare Higgins,EastEnders
Clare Higgins,New Tricks
Clare Higgins,Rogue
Clare Higgins,Father Brown
Clare Higgins,Holby City
Clare Higgins,I Give It a Year
Clare Higgins,Homefront
Clare Higgins,Downton Abbey
Clare Higgins,Shameless
Clare Higgins,Parade's End
Hayley Jayne Standing,Incompatible
Jake Rowley,I Am Harlequin - Something Else
Phoebe Nicholls,Anatomy of a Scandal
Clare Higgins,A Fantastic Fear of Everything
Clare Higgins,The Syndicate
Clare Higgins,Casualty
Clare Higgins,Toast
Clare Higgins,National Theatre Live: Hamlet
Clare Higgins,National Theatre Live: All's Well That Ends Well
Clare Higgins,Casualty 1909
Clare Higgins,Being Human
Clare Higgins,Minder
Clare Higgins,Midsomer Murders
Clare Higgins,The Curse of Steptoe
Clare Higgins,The Golden Compass
Clare Higgins,The Stronger
Clare Higgins,Spring 1941
Clare Higgins,Cassandra's Dream
Clare Higgins,Goldplated
Clare Higgins,Mrs. Palfrey at the Claremont
Clare Higgins,Murder in Suburbia
Clare Higgins,Casanova
Clare Higgins,Bigger Than the Sky
Clare Higgins,M.I.T.: Murder Investigation Team
Hayley Jayne Standing,Coronation Street
Hayley Jayne Standing,Housebound
Hayley Jayne Standing,Peterloo
Hayley Jayne Standing,Man Down
Hayley Jayne Standing,I Want My Wife Back
Hayley Jayne Standing,Downton Abbey
Hayley Jayne Standing,Hank Zipzer
